city,year,count
"Los Angeles, California",2014,14131
"Los Angeles, California",2015,14395
"Los Angeles, California",2016,15227
"Los Angeles, California",2017,14817
"Los Angeles, California",2018,14860
"Los Angeles, California",2019,14213
"Los Angeles, California",2020,12639
"Los Angeles, California",2021,12218
"Los Angeles, California",2022,13894
"Los Angeles, California",2023,13345
"Los Angeles, California",2024,13342
