city,year,count
"Los Angeles, California",2014,378
"Los Angeles, California",2015,536
"Los Angeles, California",2016,469
"Los Angeles, California",2017,482
"Los Angeles, California",2018,543
"Los Angeles, California",2019,581
"Los Angeles, California",2020,495
"Los Angeles, California",2021,334
"Los Angeles, California",2022,388
"Los Angeles, California",2023,292
"Los Angeles, California",2024,164
