city,year,count
"Los Angeles, California",2014,20030
"Los Angeles, California",2015,21865
"Los Angeles, California",2016,21688
"Los Angeles, California",2017,20834
"Los Angeles, California",2018,19229
"Los Angeles, California",2019,20506
"Los Angeles, California",2020,17334
"Los Angeles, California",2021,15000
"Los Angeles, California",2022,14750
"Los Angeles, California",2023,12814
"Los Angeles, California",2024,11646
