city,year,count
"Portland, Oregon",2015,2303
"Portland, Oregon",2016,1748
"Portland, Oregon",2017,1717
"Portland, Oregon",2018,1771
"Portland, Oregon",2019,1724
"Portland, Oregon",2020,977
"Portland, Oregon",2021,365
"Portland, Oregon",2022,517
"Portland, Oregon",2023,493
"Portland, Oregon",2024,694
