city,year,count
"Los Angeles, California",2014,1291
"Los Angeles, California",2015,1181
"Los Angeles, California",2016,1726
"Los Angeles, California",2017,1446
"Los Angeles, California",2018,1166
"Los Angeles, California",2019,1457
"Los Angeles, California",2020,1348
"Los Angeles, California",2021,741
"Los Angeles, California",2022,557
"Los Angeles, California",2023,355
"Los Angeles, California",2024,397
