city,year,count
"Los Angeles, California",2014,2394
"Los Angeles, California",2015,2275
"Los Angeles, California",2016,2226
"Los Angeles, California",2017,2289
"Los Angeles, California",2018,2312
"Los Angeles, California",2019,2291
"Los Angeles, California",2020,2103
"Los Angeles, California",2021,1837
"Los Angeles, California",2022,2227
"Los Angeles, California",2023,2078
"Los Angeles, California",2024,1992
