city,year,count
"Portland, Oregon",2015,26
"Portland, Oregon",2016,16
"Portland, Oregon",2017,24
"Portland, Oregon",2018,27
"Portland, Oregon",2019,34
"Portland, Oregon",2020,53
"Portland, Oregon",2021,80
"Portland, Oregon",2022,94
"Portland, Oregon",2023,74
"Portland, Oregon",2024,67
