city,year,count
"Portland, Oregon",2015,5207
"Portland, Oregon",2016,6897
"Portland, Oregon",2017,7374
"Portland, Oregon",2018,7967
"Portland, Oregon",2019,8163
"Portland, Oregon",2020,7915
"Portland, Oregon",2021,8486
"Portland, Oregon",2022,8265
"Portland, Oregon",2023,8337
"Portland, Oregon",2024,7925
