city,year,count
"Portland, Oregon",2015,19
"Portland, Oregon",2016,23
"Portland, Oregon",2017,23
"Portland, Oregon",2018,25
"Portland, Oregon",2019,30
"Portland, Oregon",2020,30
"Portland, Oregon",2021,50
"Portland, Oregon",2022,31
"Portland, Oregon",2023,46
"Portland, Oregon",2024,40
