city,year,count
"Los Angeles, California",2014,7885
"Los Angeles, California",2015,8470
"Los Angeles, California",2016,8283
"Los Angeles, California",2017,7626
"Los Angeles, California",2018,6954
"Los Angeles, California",2019,6716
"Los Angeles, California",2020,6464
"Los Angeles, California",2021,6307
"Los Angeles, California",2022,10260
"Los Angeles, California",2023,7506
"Los Angeles, California",2024,5742
