city,year,count
"Los Angeles, California",2014,137
"Los Angeles, California",2015,178
"Los Angeles, California",2016,189
"Los Angeles, California",2017,158
"Los Angeles, California",2018,168
"Los Angeles, California",2019,120
"Los Angeles, California",2020,174
"Los Angeles, California",2021,240
"Los Angeles, California",2022,182
"Los Angeles, California",2023,171
"Los Angeles, California",2024,168
