city,year,count
"Portland, Oregon",2015,120
"Portland, Oregon",2016,122
"Portland, Oregon",2017,89
"Portland, Oregon",2018,70
"Portland, Oregon",2019,97
"Portland, Oregon",2020,62
"Portland, Oregon",2021,64
"Portland, Oregon",2022,70
"Portland, Oregon",2023,56
"Portland, Oregon",2024,26
