city,year,count
"Los Angeles, California",2014,299
"Los Angeles, California",2015,247
"Los Angeles, California",2016,220
"Los Angeles, California",2017,177
"Los Angeles, California",2018,199
"Los Angeles, California",2019,186
"Los Angeles, California",2020,195
"Los Angeles, California",2021,156
"Los Angeles, California",2022,151
"Los Angeles, California",2023,127
"Los Angeles, California",2024,121
