city,year,count
"Los Angeles, California",2014,1397
"Los Angeles, California",2015,1237
"Los Angeles, California",2016,1295
"Los Angeles, California",2017,1356
"Los Angeles, California",2018,1637
"Los Angeles, California",2019,1708
"Los Angeles, California",2020,930
"Los Angeles, California",2021,855
"Los Angeles, California",2022,904
"Los Angeles, California",2023,807
"Los Angeles, California",2024,716
