city,year,count
"Portland, Oregon",2015,57
"Portland, Oregon",2016,67
"Portland, Oregon",2017,77
"Portland, Oregon",2018,79
"Portland, Oregon",2019,44
"Portland, Oregon",2020,60
"Portland, Oregon",2021,78
"Portland, Oregon",2022,90
"Portland, Oregon",2023,61
"Portland, Oregon",2024,67
