city,year,count
"Los Angeles, California",2014,2644
"Los Angeles, California",2015,2391
"Los Angeles, California",2016,2017
"Los Angeles, California",2017,1944
"Los Angeles, California",2018,2031
"Los Angeles, California",2019,2244
"Los Angeles, California",2020,1964
"Los Angeles, California",2021,1938
"Los Angeles, California",2022,1689
"Los Angeles, California",2023,1567
"Los Angeles, California",2024,1480
