city,year,count
"Portland, Oregon",2015,562
"Portland, Oregon",2016,545
"Portland, Oregon",2017,463
"Portland, Oregon",2018,598
"Portland, Oregon",2019,672
"Portland, Oregon",2020,810
"Portland, Oregon",2021,834
"Portland, Oregon",2022,925
"Portland, Oregon",2023,946
"Portland, Oregon",2024,827
