city,year,count
"Los Angeles, California",2014,1920
"Los Angeles, California",2015,2151
"Los Angeles, California",2016,2421
"Los Angeles, California",2017,2322
"Los Angeles, California",2018,1888
"Los Angeles, California",2019,1778
"Los Angeles, California",2020,1362
"Los Angeles, California",2021,946
"Los Angeles, California",2022,1260
"Los Angeles, California",2023,1183
"Los Angeles, California",2024,1169
