city,year,count
"Portland, Oregon",2015,809
"Portland, Oregon",2016,702
"Portland, Oregon",2017,766
"Portland, Oregon",2018,725
"Portland, Oregon",2019,819
"Portland, Oregon",2020,508
"Portland, Oregon",2021,337
"Portland, Oregon",2022,357
"Portland, Oregon",2023,301
"Portland, Oregon",2024,256
