city,year,count
"Portland, Oregon",2015,483
"Portland, Oregon",2016,605
"Portland, Oregon",2017,687
"Portland, Oregon",2018,710
"Portland, Oregon",2019,703
"Portland, Oregon",2020,545
"Portland, Oregon",2021,583
"Portland, Oregon",2022,595
"Portland, Oregon",2023,542
"Portland, Oregon",2024,554
