city,year,count
"Portland, Oregon",2015,32
"Portland, Oregon",2016,35
"Portland, Oregon",2017,22
"Portland, Oregon",2018,33
"Portland, Oregon",2019,32
"Portland, Oregon",2020,26
"Portland, Oregon",2021,38
"Portland, Oregon",2022,29
"Portland, Oregon",2023,45
"Portland, Oregon",2024,47
