city,year,count
"Memphis, Tennessee",2014,90
"Memphis, Tennessee",2015,80
"Memphis, Tennessee",2016,127
"Memphis, Tennessee",2017,120
"Memphis, Tennessee",2018,103
"Memphis, Tennessee",2019,117
"Memphis, Tennessee",2020,185
"Memphis, Tennessee",2021,176
"Memphis, Tennessee",2022,163
"Memphis, Tennessee",2023,225
"Memphis, Tennessee",2024,181
