city,year,count
"Portland, Oregon",2015,16
"Portland, Oregon",2016,15
"Portland, Oregon",2017,33
"Portland, Oregon",2018,19
"Portland, Oregon",2019,23
"Portland, Oregon",2020,25
"Portland, Oregon",2021,29
"Portland, Oregon",2022,28
"Portland, Oregon",2023,26
"Portland, Oregon",2024,23
