city,year,count
"Los Angeles, California",2014,3085
"Los Angeles, California",2015,3320
"Los Angeles, California",2016,3623
"Los Angeles, California",2017,4021
"Los Angeles, California",2018,4051
"Los Angeles, California",2019,4344
"Los Angeles, California",2020,4840
"Los Angeles, California",2021,4695
"Los Angeles, California",2022,4758
"Los Angeles, California",2023,3820
"Los Angeles, California",2024,3709
