city,year,count
"Los Angeles, California",2014,2832
"Los Angeles, California",2015,2102
"Los Angeles, California",2016,1733
"Los Angeles, California",2017,1592
"Los Angeles, California",2018,1593
"Los Angeles, California",2019,1920
"Los Angeles, California",2020,1363
"Los Angeles, California",2021,880
"Los Angeles, California",2022,1063
"Los Angeles, California",2023,848
"Los Angeles, California",2024,676
