city,year,count
"Portland, Oregon",2015,4
"Portland, Oregon",2018,5
"Portland, Oregon",2019,3
"Portland, Oregon",2020,1
"Portland, Oregon",2022,2
"Portland, Oregon",2023,2
"Portland, Oregon",2024,1
