city,year,count
"Los Angeles, California",2014,19150
"Los Angeles, California",2015,14592
"Los Angeles, California",2016,16302
"Los Angeles, California",2017,16613
"Los Angeles, California",2018,15616
"Los Angeles, California",2019,18364
"Los Angeles, California",2020,16674
"Los Angeles, California",2021,12070
"Los Angeles, California",2022,11900
"Los Angeles, California",2023,8822
"Los Angeles, California",2024,8503
