city,year,count
"Los Angeles, California",2014,666
"Los Angeles, California",2015,603
"Los Angeles, California",2016,715
"Los Angeles, California",2017,687
"Los Angeles, California",2018,731
"Los Angeles, California",2019,686
"Los Angeles, California",2020,452
"Los Angeles, California",2021,468
"Los Angeles, California",2022,526
"Los Angeles, California",2023,559
"Los Angeles, California",2024,541
