city,year,count
"Portland, Oregon",2015,218
"Portland, Oregon",2016,209
"Portland, Oregon",2017,230
"Portland, Oregon",2018,192
"Portland, Oregon",2019,48
"Portland, Oregon",2020,29
"Portland, Oregon",2021,129
"Portland, Oregon",2022,82
"Portland, Oregon",2023,173
"Portland, Oregon",2024,259
