city,year,count
"Los Angeles, California",2014,1091
"Los Angeles, California",2015,1096
"Los Angeles, California",2016,1124
"Los Angeles, California",2017,1251
"Los Angeles, California",2018,1374
"Los Angeles, California",2019,1462
"Los Angeles, California",2020,1565
"Los Angeles, California",2021,1529
"Los Angeles, California",2022,1906
"Los Angeles, California",2023,1928
"Los Angeles, California",2024,1968
