city,year,count
"Portland, Oregon",2015,100
"Portland, Oregon",2016,134
"Portland, Oregon",2017,132
"Portland, Oregon",2018,161
"Portland, Oregon",2019,160
"Portland, Oregon",2020,82
"Portland, Oregon",2021,53
"Portland, Oregon",2022,53
"Portland, Oregon",2023,63
"Portland, Oregon",2024,44
